resource_id,title,description,cover,file_url,file_name,file_size,file_format,preview_images,category_id,tags,vip_level,user_id,audit_status,audit_msg,auditor_id,audited_at,download_count,view_count,like_count,collect_count,is_top,is_recommend,status,created_at,updated_at
res-002,电商Banner模板,高质量电商促销Banner模板,https://picsum.photos/id/40/800/600,/uploads/test/banner.psd,banner.psd,52428800,PSD,"https://picsum.photos/id/40/800/600,https://picsum.photos/id/41/800/600,https://picsum.photos/id/42/800/600,https://picsum.photos/id/43/800/600,https://picsum.photos/id/44/800/600",e2f00aa8-13f9-42c0-9091-66a0355f3cda,"电商,Banner",0,,1,,,,280,803,50,35,true,true,1,2025-12-22T22:10:48.354Z,2025-12-22T14:45:42.859Z
c7785779-b758-4af7-8b05-dcd1eb8bebbc,科技感背景,科技感炫酷背景素材,https://picsum.photos/id/70/800/600,/files/background/科技感背景.jpg,科技感背景.jpg,44879519,JPG,"https://picsum.photos/id/70/800/600,https://picsum.photos/id/71/800/600,https://picsum.photos/id/72/800/600,https://picsum.photos/id/73/800/600,https://picsum.photos/id/74/800/600",b4f4df6f-6940-45a4-9bff-87c2ac654f61,"背景,科技,炫酷",1,c186aa60-c5b5-4fa3-a0df-c1b5e611497c,1,,,,108,658,115,43,false,true,1,2025-12-23T08:01:36.831Z,2025-12-23T08:01:36.831Z
res-001,UI设计素材包,精美的UI设计素材,https://picsum.photos/id/75/800/600,/uploads/test/ui-kit.zip,ui-kit.zip,10485760,ZIP,"https://picsum.photos/id/75/800/600,https://picsum.photos/id/76/800/600,https://picsum.photos/id/77/800/600,https://picsum.photos/id/78/800/600,https://picsum.photos/id/79/800/600",1ef70739-afec-4042-9e8d-d45f963ebddf,"UI,设计",0,,1,,,,151,502,30,20,false,true,1,2025-12-22T22:09:58.817Z,2025-12-22T14:52:43.504Z
e58efa4d-995a-428f-9e5d-127596811b70,春节海报设计模板,2024春节海报设计，喜庆氛围,https://picsum.photos/id/100/800/600,/files/festival-poster/春节海报设计模板.psd,春节海报设计模板.psd,24928674,PSD,"https://picsum.photos/id/100/800/600,https://picsum.photos/id/101/800/600,https://picsum.photos/id/102/800/600,https://picsum.photos/id/103/800/600,https://picsum.photos/id/104/800/600",e79a1f76-47b7-4a82-a9d3-af9aa55b935f,"春节,海报,节日",0,1bbc0bc7-9d9f-4c8a-a138-61ebbf9e9e2d,1,,,,442,610,146,111,false,false,1,2025-12-23T08:01:36.759Z,2025-12-23T08:01:36.759Z
6bf9c771-faff-474f-8390-d32d687a5dd4,优惠券设计模板,电商优惠券设计模板合集,https://picsum.photos/id/147/800/600,/files/ecommerce/优惠券设计模板.psd,优惠券设计模板.psd,31794767,PSD,"https://picsum.photos/id/147/800/600,https://picsum.photos/id/149/800/600,https://picsum.photos/id/151/800/600,https://picsum.photos/id/152/800/600,https://picsum.photos/id/153/800/600",e2f00aa8-13f9-42c0-9091-66a0355f3cda,"电商,优惠券,设计",0,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,473,61,116,110,false,false,1,2025-12-23T08:01:36.788Z,2025-12-23T08:01:36.788Z
d02bdc3c-1797-4c8e-9609-ab85fe8204b7,618购物节Banner,618购物节活动Banner设计,https://picsum.photos/id/106/800/600,/files/ecommerce/618购物节Banner.ai,618购物节Banner.ai,1449131,AI,"https://picsum.photos/id/106/800/600,https://picsum.photos/id/107/800/600,https://picsum.photos/id/108/800/600,https://picsum.photos/id/109/800/600,https://picsum.photos/id/110/800/600",e2f00aa8-13f9-42c0-9091-66a0355f3cda,"618,电商,Banner",0,1bbc0bc7-9d9f-4c8a-a138-61ebbf9e9e2d,1,,,,495,261,51,21,false,false,1,2025-12-23T08:01:36.777Z,2025-12-23T08:01:36.777Z
beda7767-1868-4716-a314-7b42b080c6c3,元旦新年海报,元旦新年主题海报模板,https://picsum.photos/id/121/800/600,/files/festival-poster/元旦新年海报.ai,元旦新年海报.ai,17209435,AI,"https://picsum.photos/id/121/800/600,https://picsum.photos/id/122/800/600,https://picsum.photos/id/123/800/600,https://picsum.photos/id/124/800/600,https://picsum.photos/id/125/800/600",e79a1f76-47b7-4a82-a9d3-af9aa55b935f,"元旦,新年,海报",0,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,186,388,121,118,false,false,1,2025-12-23T08:01:36.767Z,2025-12-23T08:01:36.767Z
9ad88e9e-02b6-4cbc-9f66-04d2bf1643b6,端午节活动海报,端午节传统节日海报设计,https://picsum.photos/id/126/800/600,/files/festival-poster/端午节活动海报.psd,端午节活动海报.psd,10571411,PSD,"https://picsum.photos/id/126/800/600,https://picsum.photos/id/127/800/600,https://picsum.photos/id/128/800/600,https://picsum.photos/id/129/800/600,https://picsum.photos/id/130/800/600",e79a1f76-47b7-4a82-a9d3-af9aa55b935f,"端午,海报,节日",0,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,318,674,45,139,false,true,1,2025-12-23T08:01:36.769Z,2025-12-23T08:01:36.769Z
b41a0b73-1e12-4650-a6a7-df385e2131a5,国庆节宣传海报,国庆节主题宣传海报设计,https://picsum.photos/id/85/800/600,/files/festival-poster/国庆节宣传海报.psd,国庆节宣传海报.psd,1384734,PSD,"https://picsum.photos/id/85/800/600,https://picsum.photos/id/86/800/600,https://picsum.photos/id/87/800/600,https://picsum.photos/id/88/800/600,https://picsum.photos/id/89/800/600",e79a1f76-47b7-4a82-a9d3-af9aa55b935f,"国庆,海报,节日",1,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,15,605,175,126,false,false,1,2025-12-23T08:01:36.765Z,2025-12-23T08:01:36.765Z
3e1c9964-5bb8-415b-8989-2431266e150a,七夕情人节海报,七夕情人节浪漫主题海报,https://picsum.photos/id/131/800/600,/files/festival-poster/七夕情人节海报.ai,七夕情人节海报.ai,44444692,AI,"https://picsum.photos/id/131/800/600,https://picsum.photos/id/132/800/600,https://picsum.photos/id/133/800/600,https://picsum.photos/id/134/800/600,https://picsum.photos/id/135/800/600",e79a1f76-47b7-4a82-a9d3-af9aa55b935f,"七夕,情人节,海报",1,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,114,832,114,122,false,false,1,2025-12-23T08:01:36.772Z,2025-12-23T08:01:36.772Z
a72632ff-2485-4e31-b838-f34360f66dfd,电商详情页模板,完整的电商产品详情页设计,https://picsum.photos/id/136/800/600,/files/ecommerce/电商详情页模板.psd,电商详情页模板.psd,17410821,PSD,"https://picsum.photos/id/136/800/600,https://picsum.photos/id/137/800/600,https://picsum.photos/id/139/800/600,https://picsum.photos/id/140/800/600,https://picsum.photos/id/141/800/600",e2f00aa8-13f9-42c0-9091-66a0355f3cda,"电商,详情页,模板",1,1bbc0bc7-9d9f-4c8a-a138-61ebbf9e9e2d,1,,,,200,662,117,145,true,false,1,2025-12-23T08:01:36.779Z,2025-12-23T08:01:36.779Z
2c00603f-368a-4d4b-accf-8e367f926c67,商品主图设计套装,多款商品主图设计模板套装,https://picsum.photos/id/10/800/600,/files/ecommerce/商品主图设计套装.psd,商品主图设计套装.psd,11869763,PSD,"https://picsum.photos/id/10/800/600,https://picsum.photos/id/11/800/600,https://picsum.photos/id/12/800/600,https://picsum.photos/id/13/800/600,https://picsum.photos/id/14/800/600",e2f00aa8-13f9-42c0-9091-66a0355f3cda,"电商,主图,套装",1,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,189,774,114,90,false,false,1,2025-12-23T08:01:36.784Z,2025-12-23T08:01:36.784Z
dc063025-6d5c-4b8e-967d-1277a48ff8d3,店铺首页装修模板,淘宝/京东店铺首页装修模板,https://picsum.photos/id/15/800/600,/files/ecommerce/店铺首页装修模板.psd,店铺首页装修模板.psd,10899295,PSD,"https://picsum.photos/id/15/800/600,https://picsum.photos/id/16/800/600,https://picsum.photos/id/17/800/600,https://picsum.photos/id/18/800/600,https://picsum.photos/id/19/800/600",e2f00aa8-13f9-42c0-9091-66a0355f3cda,"电商,店铺,装修",0,c186aa60-c5b5-4fa3-a0df-c1b5e611497c,1,,,,153,460,24,140,true,false,1,2025-12-23T08:01:36.782Z,2025-12-23T08:01:36.782Z
fe2fca24-e142-49bc-99ad-9de5f41623ed,UI组件库,完整的UI组件库设计资源,https://picsum.photos/id/25/800/600,/files/ui-design/UI组件库.sketch,UI组件库.sketch,48679418,SKETCH,"https://picsum.photos/id/25/800/600,https://picsum.photos/id/26/800/600,https://picsum.photos/id/27/800/600,https://picsum.photos/id/28/800/600,https://picsum.photos/id/29/800/600",1ef70739-afec-4042-9e8d-d45f963ebddf,"UI,组件库,设计",1,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,248,218,153,29,false,false,1,2025-12-23T08:01:36.798Z,2025-12-23T08:01:36.798Z
51e797c3-eed3-4f74-8e7f-87f2c9689156,扁平风格插画,扁平风格商业插画素材包,https://picsum.photos/id/35/800/600,/files/illustration/扁平风格插画.ai,扁平风格插画.ai,35495524,AI,"https://picsum.photos/id/35/800/600,https://picsum.photos/id/36/800/600,https://picsum.photos/id/37/800/600,https://picsum.photos/id/38/800/600,https://picsum.photos/id/39/800/600",b882ca28-c4f0-4f98-92d0-887807f5641e,"插画,扁平,商业",0,c186aa60-c5b5-4fa3-a0df-c1b5e611497c,1,,,,134,288,132,110,false,false,1,2025-12-23T08:01:36.804Z,2025-12-23T08:01:36.804Z
4dc25d6c-ec36-441f-b06a-7b1cd76848ed,党员学习PPT模板,党员学习教育PPT模板，内容丰富,https://picsum.photos/id/30/800/600,/files/party-building/党员学习PPT模板.pptx,党员学习PPT模板.pptx,28086436,PPTX,"https://picsum.photos/id/30/800/600,https://picsum.photos/id/31/800/600,https://picsum.photos/id/32/800/600,https://picsum.photos/id/33/800/600,https://picsum.photos/id/34/800/600",8cbc36e3-4974-493b-b2d4-13075e88d84c,"党建,PPT,学习",1,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,212,630,69,103,false,true,1,2025-12-23T08:01:36.749Z,2025-12-23T08:01:36.749Z
f2a10df0-aeb5-4242-a5c7-6d758c072dd9,手绘风格插画,手绘风格人物场景插画,https://picsum.photos/id/40/800/600,/files/illustration/手绘风格插画.psd,手绘风格插画.psd,29491934,PSD,"https://picsum.photos/id/40/800/600,https://picsum.photos/id/41/800/600,https://picsum.photos/id/42/800/600,https://picsum.photos/id/43/800/600,https://picsum.photos/id/44/800/600",b882ca28-c4f0-4f98-92d0-887807f5641e,"插画,手绘,人物",1,c186aa60-c5b5-4fa3-a0df-c1b5e611497c,1,,,,101,925,173,123,false,false,1,2025-12-23T08:01:36.807Z,2025-12-23T08:01:36.807Z
eff5d9c5-da82-457f-8b5a-4c925302b3ee,2.5D立体插画,2.5D立体风格插画素材,https://picsum.photos/id/45/800/600,/files/illustration/2.5D立体插画.ai,2.5D立体插画.ai,20536369,AI,"https://picsum.photos/id/45/800/600,https://picsum.photos/id/46/800/600,https://picsum.photos/id/47/800/600,https://picsum.photos/id/48/800/600,https://picsum.photos/id/49/800/600",b882ca28-c4f0-4f98-92d0-887807f5641e,"插画,2.5D,立体",1,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,47,817,54,140,false,false,1,2025-12-23T08:01:36.809Z,2025-12-23T08:01:36.809Z
56dd5b39-4de9-4782-8557-2ba5d9b19e50,商业场景插画,商业办公场景插画素材,https://picsum.photos/id/50/800/600,/files/illustration/商业场景插画.ai,商业场景插画.ai,46646983,AI,"https://picsum.photos/id/50/800/600,https://picsum.photos/id/51/800/600,https://picsum.photos/id/52/800/600,https://picsum.photos/id/53/800/600,https://picsum.photos/id/54/800/600",b882ca28-c4f0-4f98-92d0-887807f5641e,"插画,商业,场景",0,c186aa60-c5b5-4fa3-a0df-c1b5e611497c,1,,,,238,626,151,19,false,false,1,2025-12-23T08:01:36.813Z,2025-12-23T08:01:36.813Z
9107ac72-a5d8-496e-a213-317aca939b73,自然风景照片,自然风景高清摄影作品,https://picsum.photos/id/60/800/600,/files/photography/自然风景照片.jpg,自然风景照片.jpg,48231215,JPG,"https://picsum.photos/id/60/800/600,https://picsum.photos/id/61/800/600,https://picsum.photos/id/62/800/600,https://picsum.photos/id/63/800/600,https://picsum.photos/id/64/800/600",407fddd6-f21c-4975-b288-483ca0bb714e,"摄影,风景,自然",0,1bbc0bc7-9d9f-4c8a-a138-61ebbf9e9e2d,1,,,,29,492,21,60,false,false,1,2025-12-23T08:01:36.818Z,2025-12-23T08:01:36.818Z
87afc06a-c828-4146-bd8c-e7d6aa384758,美食摄影图片,美食摄影高清图片素材,https://picsum.photos/id/65/800/600,/files/photography/美食摄影图片.jpg,美食摄影图片.jpg,40988550,JPG,"https://picsum.photos/id/65/800/600,https://picsum.photos/id/66/800/600,https://picsum.photos/id/67/800/600,https://picsum.photos/id/68/800/600,https://picsum.photos/id/69/800/600",407fddd6-f21c-4975-b288-483ca0bb714e,"摄影,美食,高清",1,1bbc0bc7-9d9f-4c8a-a138-61ebbf9e9e2d,1,,,,97,528,39,48,false,false,1,2025-12-23T08:01:36.819Z,2025-12-23T08:01:36.819Z
e57ffd43-1656-4e03-9c4b-666bdf0c4b8c,人物肖像摄影,人物肖像摄影作品集,https://picsum.photos/id/70/800/600,/files/photography/人物肖像摄影.jpg,人物肖像摄影.jpg,13206320,JPG,"https://picsum.photos/id/70/800/600,https://picsum.photos/id/71/800/600,https://picsum.photos/id/72/800/600,https://picsum.photos/id/73/800/600,https://picsum.photos/id/74/800/600",407fddd6-f21c-4975-b288-483ca0bb714e,"摄影,人物,肖像",1,1bbc0bc7-9d9f-4c8a-a138-61ebbf9e9e2d,1,,,,198,728,168,44,false,false,1,2025-12-23T08:01:36.822Z,2025-12-23T08:01:36.822Z
983a0b96-ca15-427c-b0f5-bd7bdbfd3fa1,建筑摄影图片,建筑摄影高清图片素材,https://picsum.photos/id/75/800/600,/files/photography/建筑摄影图片.jpg,建筑摄影图片.jpg,6496080,JPG,"https://picsum.photos/id/75/800/600,https://picsum.photos/id/76/800/600,https://picsum.photos/id/77/800/600,https://picsum.photos/id/78/800/600,https://picsum.photos/id/79/800/600",407fddd6-f21c-4975-b288-483ca0bb714e,"摄影,建筑,高清",0,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,265,867,192,93,false,false,1,2025-12-23T08:01:36.824Z,2025-12-23T08:01:36.824Z
ade41d1b-c01b-4940-a813-214a2dce609a,节日主题插画,各种节日主题插画合集,https://picsum.photos/id/85/800/600,/files/illustration/节日主题插画.svg,节日主题插画.svg,48355773,SVG,"https://picsum.photos/id/85/800/600,https://picsum.photos/id/86/800/600,https://picsum.photos/id/87/800/600,https://picsum.photos/id/88/800/600,https://picsum.photos/id/89/800/600",b882ca28-c4f0-4f98-92d0-887807f5641e,"插画,节日,主题",0,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,134,889,174,151,false,true,1,2025-12-23T08:01:36.811Z,2025-12-23T08:01:36.811Z
694c12cd-72c9-4ea3-b608-e2fdd713deae,几何图案背景,几何图案背景素材合集,https://picsum.photos/id/111/800/600,/files/background/几何图案背景.svg,几何图案背景.svg,21010173,SVG,"https://picsum.photos/id/111/800/600,https://picsum.photos/id/112/800/600,https://picsum.photos/id/113/800/600,https://picsum.photos/id/114/800/600,https://picsum.photos/id/115/800/600",b4f4df6f-6940-45a4-9bff-87c2ac654f61,"背景,几何,图案",0,1bbc0bc7-9d9f-4c8a-a138-61ebbf9e9e2d,1,,,,16,160,190,142,false,false,1,2025-12-23T08:01:36.836Z,2025-12-23T08:01:36.836Z
0ffcf81e-347f-47a2-b63b-6f3f092c12f5,商业字体包,可商用中文字体包,https://picsum.photos/id/116/800/600,/files/font/商业字体包.ttf,商业字体包.ttf,31524244,TTF,"https://picsum.photos/id/116/800/600,https://picsum.photos/id/117/800/600,https://picsum.photos/id/118/800/600,https://picsum.photos/id/119/800/600,https://picsum.photos/id/120/800/600",ececf642-310c-4657-ac91-bab2b2105c04,"字体,商用,中文",1,c186aa60-c5b5-4fa3-a0df-c1b5e611497c,1,,,,205,633,197,55,false,true,1,2025-12-23T08:01:36.839Z,2025-12-23T08:01:36.839Z
e2de0c75-d9d2-4b8d-a987-041a36d2aed0,手写字体合集,手写风格字体合集,https://picsum.photos/id/121/800/600,/files/font/手写字体合集.otf,手写字体合集.otf,41311471,OTF,"https://picsum.photos/id/121/800/600,https://picsum.photos/id/122/800/600,https://picsum.photos/id/123/800/600,https://picsum.photos/id/124/800/600,https://picsum.photos/id/125/800/600",ececf642-310c-4657-ac91-bab2b2105c04,"字体,手写,合集",0,1bbc0bc7-9d9f-4c8a-a138-61ebbf9e9e2d,1,,,,410,293,80,99,false,false,1,2025-12-23T08:01:36.841Z,2025-12-23T08:01:36.841Z
1481f3c8-9561-4b90-9b45-96ea39df43a5,书法字体,中国书法字体素材,https://picsum.photos/id/126/800/600,/files/font/书法字体.ttf,书法字体.ttf,9512974,TTF,"https://picsum.photos/id/126/800/600,https://picsum.photos/id/127/800/600,https://picsum.photos/id/128/800/600,https://picsum.photos/id/129/800/600,https://picsum.photos/id/130/800/600",ececf642-310c-4657-ac91-bab2b2105c04,"字体,书法,中国",1,c186aa60-c5b5-4fa3-a0df-c1b5e611497c,1,,,,170,645,161,3,true,false,1,2025-12-23T08:01:36.845Z,2025-12-23T08:01:36.845Z
c7ed59bd-fcb0-4912-9f1e-931a27a0839f,水彩背景素材,水彩风格背景素材包,https://picsum.photos/id/100/800/600,/files/background/水彩背景素材.png,水彩背景素材.png,17445573,PNG,"https://picsum.photos/id/100/800/600,https://picsum.photos/id/101/800/600,https://picsum.photos/id/102/800/600,https://picsum.photos/id/103/800/600,https://picsum.photos/id/104/800/600",b4f4df6f-6940-45a4-9bff-87c2ac654f61,"背景,水彩,素材",0,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,150,964,54,145,false,false,1,2025-12-23T08:01:36.833Z,2025-12-23T08:01:36.833Z
7cbb48d4-42e8-4b0c-8052-8ad87242315b,扁平图标包,扁平风格图标素材包,https://picsum.photos/id/142/800/600,/files/icon/扁平图标包.png,扁平图标包.png,39117423,PNG,"https://picsum.photos/id/142/800/600,https://picsum.photos/id/143/800/600,https://picsum.photos/id/144/800/600,https://picsum.photos/id/145/800/600,https://picsum.photos/id/146/800/600",4af3111e-1ef1-4760-8810-deb3bf817778,"图标,扁平,素材",0,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,23,395,104,116,false,false,1,2025-12-23T08:01:36.853Z,2025-12-23T08:01:36.853Z
38ffffe7-b1e0-4778-9602-93232f883650,3D图标素材,3D立体图标素材包,https://picsum.photos/id/147/800/600,/files/icon/3D图标素材.png,3D图标素材.png,24018393,PNG,"https://picsum.photos/id/147/800/600,https://picsum.photos/id/149/800/600,https://picsum.photos/id/151/800/600,https://picsum.photos/id/152/800/600,https://picsum.photos/id/153/800/600",4af3111e-1ef1-4760-8810-deb3bf817778,"图标,3D,立体",1,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,33,850,9,56,false,false,1,2025-12-23T08:01:36.855Z,2025-12-23T08:01:36.855Z
4a60d895-5682-403d-b1c0-3a9330b5c86f,商业图标库,商业办公图标库,https://picsum.photos/id/15/800/600,/files/icon/商业图标库.svg,商业图标库.svg,4779678,SVG,"https://picsum.photos/id/15/800/600,https://picsum.photos/id/16/800/600,https://picsum.photos/id/17/800/600,https://picsum.photos/id/18/800/600,https://picsum.photos/id/19/800/600",4af3111e-1ef1-4760-8810-deb3bf817778,"图标,商业,办公",0,1bbc0bc7-9d9f-4c8a-a138-61ebbf9e9e2d,1,,,,41,944,60,139,true,false,1,2025-12-23T08:01:36.859Z,2025-12-23T08:01:36.859Z
d6423acd-79ba-41be-9da5-f67558ea62ba,PPT演示模板,商业PPT演示模板,https://picsum.photos/id/20/800/600,/files/template/PPT演示模板.pptx,PPT演示模板.pptx,9300273,PPTX,"https://picsum.photos/id/20/800/600,https://picsum.photos/id/21/800/600,https://picsum.photos/id/22/800/600,https://picsum.photos/id/23/800/600,https://picsum.photos/id/24/800/600",5ea2ff7a-98b9-4eb2-9629-12ce0a96eca4,"模板,PPT,演示",1,c186aa60-c5b5-4fa3-a0df-c1b5e611497c,1,,,,30,424,85,74,false,false,1,2025-12-23T08:01:36.862Z,2025-12-23T08:01:36.862Z
8dca3308-a0f4-4dd3-b46e-4318aac2f514,Excel表格模板,Excel数据表格模板,https://picsum.photos/id/25/800/600,/files/template/Excel表格模板.xlsx,Excel表格模板.xlsx,44629429,XLSX,"https://picsum.photos/id/25/800/600,https://picsum.photos/id/26/800/600,https://picsum.photos/id/27/800/600,https://picsum.photos/id/28/800/600,https://picsum.photos/id/29/800/600",5ea2ff7a-98b9-4eb2-9629-12ce0a96eca4,"模板,Excel,表格",0,6f8b7f46-4cd6-439a-a1df-9986b1d3249e,1,,,,181,591,193,54,false,false,1,2025-12-23T08:01:36.866Z,2025-12-23T08:01:36.866Z
3c633054-c234-446c-a62e-762f3ae77fef,线性图标合集,1000+线性风格图标,https://picsum.photos/id/136/800/600,/files/icon/线性图标合集.svg,线性图标合集.svg,32785008,SVG,"https://picsum.photos/id/136/800/600,https://picsum.photos/id/137/800/600,https://picsum.photos/id/139/800/600,https://picsum.photos/id/140/800/600,https://picsum.photos/id/141/800/600",4af3111e-1ef1-4760-8810-deb3bf817778,"图标,线性,合集",0,c186aa60-c5b5-4fa3-a0df-c1b5e611497c,1,,,,24,1013,202,91,false,false,1,2025-12-23T08:01:36.851Z,2025-12-23T08:01:36.851Z
